outer_postcode	adm2
KY3	FIFE
PE1	PETERBOROUGH
N16	GREATER_LONDON
WS6	STAFFORDSHIRE
PH43	HIGHLAND
PE33	NORFOLK
HX4	BRADFORD|CALDERDALE|KIRKLEES|LEEDS|WAKEFIELD
EN8	HERTFORDSHIRE|GREATER_LONDON|ESSEX
PH23	HIGHLAND
PH7	PERTHSHIRE_AND_KINROSS
KY14	PERTHSHIRE_AND_KINROSS|FIFE
DN17	NORTH_YORKSHIRE|BARNSLEY|DONCASTER|ROTHERHAM|EAST_RIDING_OF_YORKSHIRE|LINCOLNSHIRE|NORTH_LINCOLNSHIRE
WR10	WORCESTERSHIRE
NP7	HEREFORDSHIRE|MONMOUTHSHIRE|POWYS
GU8	WEST_SUSSEX|SURREY
LL59	GWYNEDD|ANGLESEY
IV8	HIGHLAND
TN30	KENT
HU5	EAST_RIDING_OF_YORKSHIRE
DN6	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
BS5	BRISTOL
CT15	KENT
OL10	ROCHDALE
NR6	NORFOLK
DH98	SOUTH_TYNESIDE|NORTH_TYNESIDE|NEWCASTLE_UPON_TYNE|SUNDERLAND|GATESHEAD
DY2	DUDLEY
YO26	NORTH_YORKSHIRE
BD97	BRADFORD
CW1	CHESHIRE_EAST
PO37	ISLE_OF_WIGHT
WN8	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL|BOLTON|BURY|MANCHESTER|OLDHAM|ROCHDALE|SALFORD|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|LANCASHIRE
PO30	ISLE_OF_WIGHT
M27	SALFORD
HP2	HERTFORDSHIRE
BL78	BOLTON
TN24	KENT
SY23	CEREDIGION|POWYS
CM18	ESSEX
RH20	WEST_SUSSEX
PO17	HAMPSHIRE
S8	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
ME5	KENT
E5	GREATER_LONDON
CB2	CAMBRIDGESHIRE
BD2	BRADFORD
BH9	DORSET
WF15	KIRKLEES
N3	GREATER_LONDON
S35	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
LE10	WARWICKSHIRE|LEICESTERSHIRE|RUTLAND
CM21	HERTFORDSHIRE|ESSEX
PL6	DEVON
ML12	SOUTH_LANARKSHIRE|DUMFRIES_AND_GALLOWAY|SCOTTISH_BORDERS
BT14	ANTRIM_AND_NEWTOWNABBEY|BELFAST
DN21	NOTTINGHAMSHIRE|LINCOLNSHIRE|NORTH_LINCOLNSHIRE
HG2	NORTH_YORKSHIRE
OX5	OXFORDSHIRE
L30	SEFTON
G62	GLASGOW|STIRLING|EAST_DUNBARTONSHIRE
SA66	PEMBROKESHIRE|CARMARTHENSHIRE
SG7	HERTFORDSHIRE
AB10	ABERDEEN
AL5	HERTFORDSHIRE
SS0	SOUTHEND-ON-SEA|ESSEX
PA69	ARGYLL_AND_BUTE
TW15	SURREY
DG14	DUMFRIES_AND_GALLOWAY|SCOTTISH_BORDERS
TR27	CORNWALL
IP29	SUFFOLK
BT93	FERMANAGH_AND_OMAGH
G23	GLASGOW
L9	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
DN55	DONCASTER
GL12	GLOUCESTERSHIRE
LE18	LEICESTERSHIRE
TW19	SURREY|GREATER_LONDON|BRACKNELL_FOREST|READING|SLOUGH|WEST_BERKSHIRE|WINDSOR_AND_MAIDENHEAD|WOKINGHAM
NE33	SOUTH_TYNESIDE
HS9	EILEAN_SIAR
RG21	HAMPSHIRE
E12	GREATER_LONDON
PH4	PERTHSHIRE_AND_KINROSS
CM15	ESSEX
CA8	NORTHUMBERLAND|CUMBRIA
G52	GLASGOW|RENFREWSHIRE
SS12	ESSEX
L6	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
SA13	NEATH_PORT_TALBOT
N12	GREATER_LONDON
BT43	MID_AND_EAST_ANTRIM
M20	MANCHESTER
DN4	DONCASTER
CO13	ESSEX
IP1	SUFFOLK
PR25	LANCASHIRE
W1U	GREATER_LONDON
KT10	SURREY
HA8	GREATER_LONDON
ST16	STAFFORDSHIRE
TW18	SURREY
CT16	KENT
PO33	ISLE_OF_WIGHT
ST18	STAFFORDSHIRE
FK7	STIRLING|FALKIRK
GL15	GLOUCESTERSHIRE
CH46	WIRRAL
LU5	CENTRAL_BEDFORDSHIRE|LUTON
BS9	BRISTOL
PH30	HIGHLAND
SA14	CARMARTHENSHIRE
SN1	SWINDON
TN3	KENT
KW1	HIGHLAND
PE14	NORFOLK|CAMBRIDGESHIRE|LINCOLNSHIRE
TS17	STOCKTON-ON-TEES|MIDDLESBROUGH|HARTLEPOOL
WD99	HERTFORDSHIRE
GL55	WARWICKSHIRE
PE6	LINCOLNSHIRE|PETERBOROUGH|CAMBRIDGESHIRE
LN4	LINCOLNSHIRE
SA2	SWANSEA
KT12	SURREY
TA9	SOMERSET
SY8	WORCESTERSHIRE|HEREFORDSHIRE|SHROPSHIRE
NG10	NOTTINGHAMSHIRE|LEICESTERSHIRE|DERBYSHIRE
G22	GLASGOW
TS20	STOCKTON-ON-TEES|HARTLEPOOL
DN12	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
PH31	HIGHLAND
BN24	EAST_SUSSEX
G11	GLASGOW
PH32	HIGHLAND
CH60	WIRRAL
PH42	HIGHLAND
DE1	DERBY
CA2	CUMBRIA
L5	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
PO11	HAMPSHIRE
SS11	ESSEX
NE7	SOUTH_TYNESIDE|NORTH_TYNESIDE|NEWCASTLE_UPON_TYNE|SUNDERLAND|GATESHEAD
CW4	CHESHIRE_EAST|CHESHIRE_WEST_AND_CHESTER
TS25	HARTLEPOOL|STOCKTON-ON-TEES
LE95	LEICESTERSHIRE
LL30	CONWY
BN8	WEST_SUSSEX|EAST_SUSSEX
PE2	CAMBRIDGESHIRE
PE24	LINCOLNSHIRE
NW3	GREATER_LONDON
KA1	EAST_AYRSHIRE|SOUTH_AYRSHIRE
B23	BIRMINGHAM
WC2B	GREATER_LONDON
CB23	CAMBRIDGESHIRE
RG28	HAMPSHIRE
IP15	SUFFOLK
CT4	KENT
CV34	WARWICKSHIRE
S65	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
SP6	WILTSHIRE|HAMPSHIRE|DORSET
G82	WEST_DUNBARTONSHIRE|EAST_DUNBARTONSHIRE|ARGYLL_AND_BUTE|INVERCLYDE|RENFREWSHIRE|EAST_RENFREWSHIRE
CV37	WORCESTERSHIRE|WARWICKSHIRE|GLOUCESTERSHIRE
BT17	BELFAST|LISBURN_AND_CASTLEREAGH
CW10	CHESHIRE_EAST|CHESHIRE_WEST_AND_CHESTER
ST21	STAFFORDSHIRE
PA21	ARGYLL_AND_BUTE
AB55	ABERDEENSHIRE|MORAY
E1	GREATER_LONDON
BA11	WILTSHIRE|SOMERSET
HP14	OXFORDSHIRE|BUCKINGHAMSHIRE
EC3A	GREATER_LONDON
PH41	HIGHLAND
LS4	LEEDS
SO53	HAMPSHIRE
SA45	CEREDIGION
BT10	BELFAST
BH22	DORSET
OX9	OXFORDSHIRE
IV31	MORAY
WA5	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL|WARRINGTON
PL13	CORNWALL
BL3	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|SALFORD
DL10	NORTH_YORKSHIRE
BA2	WILTSHIRE|SOMERSET|BATH_AND_NORTH_EAST_SOMERSET
B37	BIRMINGHAM|COVENTRY|WOLVERHAMPTON|DUDLEY|SANDWELL|SOLIHULL|WALSALL
TR15	CORNWALL
CM13	GREATER_LONDON|ESSEX
NE20	SOUTH_TYNESIDE|NORTH_TYNESIDE|NORTHUMBERLAND
KT5	GREATER_LONDON
IP16	SUFFOLK
CF81	CAERPHILLY
WA2	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL|WARRINGTON
B9	BIRMINGHAM
WV98	WORCESTERSHIRE
SY24	CEREDIGION
SE20	GREATER_LONDON
SG11	HERTFORDSHIRE
SA17	CARMARTHENSHIRE
CR90	GREATER_LONDON
SK7	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|SALFORD
S36	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
MK77	MILTON_KEYNES
IV30	MORAY
IV41	HIGHLAND
PE15	CAMBRIDGESHIRE
PA44	ARGYLL_AND_BUTE
CM23	HERTFORDSHIRE
TS5	MIDDLESBROUGH|HARTLEPOOL|STOCKTON-ON-TEES
BN99	WEST_SUSSEX
SN9	WILTSHIRE
PE37	NORFOLK
TN27	KENT
DE74	NOTTINGHAMSHIRE|LEICESTERSHIRE|DERBYSHIRE
SE3	GREATER_LONDON
SN7	OXFORDSHIRE
B20	BIRMINGHAM
KT4	SURREY|GREATER_LONDON
EC2A	GREATER_LONDON
SA8	SWANSEA|NEATH_PORT_TALBOT
TN33	EAST_SUSSEX
CO12	ESSEX|SUFFOLK
S13	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
SN3	SWINDON|OXFORDSHIRE
PH22	HIGHLAND
WV6	WOLVERHAMPTON|STAFFORDSHIRE|SHROPSHIRE
SR1	SUNDERLAND
KT1	GREATER_LONDON
LS98	LEEDS
PA76	ARGYLL_AND_BUTE
SN10	WILTSHIRE
RH2	SURREY
GU26	SURREY|HAMPSHIRE
PA16	INVERCLYDE|RENFREWSHIRE|EAST_RENFREWSHIRE|ARGYLL_AND_BUTE|EAST_AYRSHIRE|NORTH_AYRSHIRE
TR8	CORNWALL
WF5	BRADFORD|CALDERDALE|KIRKLEES|LEEDS|WAKEFIELD
M33	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|SALFORD
ST17	STAFFORDSHIRE
AB22	ABERDEEN
PA61	ARGYLL_AND_BUTE
MK42	BEDFORDSHIRE
B27	BIRMINGHAM|COVENTRY|WOLVERHAMPTON|DUDLEY|SANDWELL|SOLIHULL|WALSALL
EC2R	GREATER_LONDON
DE72	LEICESTERSHIRE|DERBY|DERBYSHIRE
PO5	PORTSMOUTH
N10	GREATER_LONDON
MK18	OXFORDSHIRE|NORTHAMPTONSHIRE|BUCKINGHAMSHIRE
L67	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
G31	GLASGOW
BS99	BRISTOL
N1P	GREATER_LONDON
PL9	DEVON
PL7	DEVON
GU34	HAMPSHIRE
WA11	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
PA45	ARGYLL_AND_BUTE
EX31	DEVON
LA2	NORTH_YORKSHIRE|LANCASHIRE
ME11	KENT
E14	GREATER_LONDON
G58	GLASGOW
WC1N	GREATER_LONDON
LL58	ANGLESEY
TQ13	DEVON
PL22	CORNWALL
SO14	SOUTHAMPTON|HAMPSHIRE
MK40	BEDFORDSHIRE
B74	BIRMINGHAM|WALSALL|STAFFORDSHIRE
KY2	FIFE
N5	GREATER_LONDON
SN5	WILTSHIRE
FK15	STIRLING|PERTHSHIRE_AND_KINROSS
RG29	HAMPSHIRE
KY4	PERTHSHIRE_AND_KINROSS|FIFE
YO12	NORTH_YORKSHIRE
B61	WORCESTERSHIRE
GU35	HAMPSHIRE
CF47	MERTHYR_TYDFIL
OX18	OXFORDSHIRE
CH30	WIRRAL
GL6	GLOUCESTERSHIRE
UB8	GREATER_LONDON|BUCKINGHAMSHIRE
PH44	HIGHLAND
ME7	KENT
BT28	LISBURN_AND_CASTLEREAGH
WV16	SHROPSHIRE
YO14	NORTH_YORKSHIRE
PE31	NORFOLK
CB3	CAMBRIDGESHIRE
B1	BIRMINGHAM
SP4	WILTSHIRE
HX6	CALDERDALE
SR3	SUNDERLAND
SK5	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|SALFORD
PO16	HAMPSHIRE
CB7	SUFFOLK|NORFOLK|CAMBRIDGESHIRE
LU4	CENTRAL_BEDFORDSHIRE|LUTON
SO25	HAMPSHIRE
AB11	ABERDEEN
WN7	WIGAN
PE21	LINCOLNSHIRE
TS12	NORTH_YORKSHIRE
IV12	HIGHLAND
GU17	SURREY|HAMPSHIRE|BRACKNELL_FOREST|READING|SLOUGH|WEST_BERKSHIRE|WINDSOR_AND_MAIDENHEAD|WOKINGHAM
SO97	HAMPSHIRE
LE8	LEICESTERSHIRE
EX35	SOMERSET|DEVON
YO31	YORK
SO17	SOUTHAMPTON
M24	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|SALFORD
AB12	ABERDEENSHIRE|ABERDEEN
CV11	WARWICKSHIRE
ME4	MEDWAY
TR5	CORNWALL
CR0	GREATER_LONDON
BT2	BELFAST
TS15	NORTH_YORKSHIRE|HARTLEPOOL|STOCKTON-ON-TEES
SG13	HERTFORDSHIRE
OX12	OXFORDSHIRE
EH33	EAST_LOTHIAN
EX17	DEVON
G84	ARGYLL_AND_BUTE|EAST_DUNBARTONSHIRE|WEST_DUNBARTONSHIRE
CM4	ESSEX
PA6	RENFREWSHIRE
BT4	BELFAST
L31	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
CB25	CAMBRIDGESHIRE
LS16	LEEDS
E98	GREATER_LONDON
RG24	HAMPSHIRE
KW16	ORKNEY_ISLANDS
BN10	EAST_SUSSEX
N14	GREATER_LONDON
DH7	DURHAM
B90	WORCESTERSHIRE|BIRMINGHAM|SOLIHULL
RH11	WEST_SUSSEX
BD17	BRADFORD
DE5	DERBYSHIRE
NE37	SOUTH_TYNESIDE|NORTH_TYNESIDE|NEWCASTLE_UPON_TYNE|SUNDERLAND|GATESHEAD
PO2	PORTSMOUTH
BT38	ANTRIM_AND_NEWTOWNABBEY|MID_AND_EAST_ANTRIM
RG27	HAMPSHIRE
L23	SEFTON
PL32	CORNWALL
DN1	DONCASTER
NE16	SOUTH_TYNESIDE|NORTH_TYNESIDE|DURHAM
EH27	WEST_LOTHIAN|EDINBURGH
TN34	EAST_SUSSEX
TD15	NORTHUMBERLAND
NW26	GREATER_LONDON
NG31	LINCOLNSHIRE
PL34	CORNWALL
TN13	KENT
KT6	SURREY|GREATER_LONDON
WR6	WORCESTERSHIRE
AB16	ABERDEEN
IP25	NORFOLK
PA42	ARGYLL_AND_BUTE
CF2	CARDIFF
CF4	CARDIFF
CF03	CARDIFF
CF05	CARDIFF
NP1	NEWPORT
SO3	SOUTHAMPTON|HAMPSHIRE
RG3	BRACKNELL_FOREST|READING|SLOUGH|WEST_BERKSHIRE|WINDSOR_AND_MAIDENHEAD|WOKINGHAM
NP9	NEWPORT
BN4	BRIGHTON_AND_HOVE
CF2	CARDIFF
M48	BOLTON|BURY|MANCHESTER|OLDHAM|ROCHDALE|SALFORD|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN
